id,carat,cut,color,clarity,depth,table,x,y,z,price
2594,0.82,Ideal,F,SI2,61.4,56,5.96,5.98,3.67,2469
2595,0.36,Ideal,I,VS1,62.3,57,4.54,4.51,2.82,729
2596,0.41,Premium,H,VS1,60.9,60,4.81,4.83,2.94,960
2597,0.73,Ideal,H,SI2,62.3,57,5.75,5.78,3.58,2198
2598,1.01,Premium,H,SI1,61.1,60,6.5,6.43,3.95,4829
2599,1.01,Premium,F,VS2,62.5,58,6.36,6.32,3.96,5899
2600,1.01,Premium,G,VS1,62.5,60,6.39,6.34,3.98,6121
2601,0.51,Ideal,E,VS2,61.3,57,5.14,5.18,3.16,1728
2602,0.55,Ideal,G,VS1,60.9,56,5.32,5.36,3.25,1931
2603,0.42,Ideal,F,SI1,61.9,55,4.83,4.82,2.98,693
2604,1.01,Very Good,D,VS2,59.4,61,6.43,6.5,3.83,7526
2605,0.35,Ideal,F,VS2,61.8,55,4.52,4.54,2.8,906
2606,0.5,Very Good,I,SI1,63.4,55,5,5.02,3.18,1064
2607,0.51,Premium,G,VS1,61.4,60,5.17,5.12,3.15,1636
2608,1.05,Premium,E,SI1,62.2,58,6.51,6.45,4.03,5783
2609,2.32,Premium,J,VS2,62.4,58,8.45,8.4,5.27,17156
2610,0.55,Very Good,F,VVS2,60.9,56,5.29,5.32,3.23,1902
2611,0.3,Premium,G,SI1,62.5,58,4.22,4.24,2.65,407
2612,0.5,Good,E,SI1,60.2,61,5.12,5.14,3.1,1355
2613,0.31,Good,F,VS1,64.2,56,4.28,4.32,2.77,707
2614,0.44,Premium,E,VVS2,61,58,4.93,4.89,2.99,1362
2615,1.01,Ideal,E,VS2,61.9,57,6.43,6.38,3.97,6814
2616,2.03,Premium,F,SI2,59.5,60,8.21,8.13,4.89,14407
2617,0.42,Ideal,G,VVS2,61.8,54,4.81,4.86,2.99,918
2618,0.9,Premium,F,SI1,63,60,6.1,6.13,3.86,3949
2619,0.78,Ideal,H,VS1,61.3,57,5.92,5.96,3.64,3228
2620,0.33,Ideal,F,VS2,60,57.9,4.49,4.46,2.69,854
2621,1.5,Premium,E,SI2,62.1,59,7.31,7.27,4.52,10483
2622,0.31,Ideal,G,SI1,62,54,4.34,4.38,2.7,493
2623,0.47,Fair,G,VVS2,64.8,56,4.92,4.87,3.1,1088
2624,0.73,Premium,E,SI1,62.9,59,5.74,5.69,3.61,2716
2625,0.7,Ideal,H,SI1,59.5,58,5.78,5.81,3.46,2190
2626,0.31,Ideal,G,VS1,62.3,57,4.32,4.36,2.7,625
2627,0.34,Ideal,E,SI1,61.8,57,4.53,4.5,2.79,955
2628,1.04,Ideal,E,VS2,61.6,57,6.51,6.47,4,6776
2629,0.33,Ideal,E,VVS2,61.7,55,4.45,4.48,2.75,838
2630,1.3,Ideal,H,VS2,62.1,54,6.97,7.04,4.35,8167
2631,0.71,Ideal,F,VVS1,61.7,56,5.78,5.73,3.55,4066
2632,0.75,Premium,F,SI1,61.3,57,5.89,5.83,3.59,2907
2633,0.27,Ideal,H,VS1,62.6,54,4.15,4.17,2.6,436
2634,0.33,Ideal,I,IF,62.3,57,4.43,4.47,2.77,694
2635,0.31,Ideal,F,VVS1,62.3,56,4.35,4.33,2.7,871
2636,0.7,Ideal,E,VS2,62.8,56,5.66,5.61,3.55,2818
2637,0.57,Ideal,G,SI1,62.2,54,5.33,5.29,3.3,1890
2638,0.3,Premium,G,VS1,62,58,4.29,4.33,2.67,605
2639,0.27,Ideal,F,VS1,61.2,56,4.15,4.18,2.55,512
2640,1.51,Premium,H,VS1,62.8,59,7.29,7.24,4.56,11175
2641,0.9,Very Good,G,SI1,63.3,63,6.02,6.07,3.81,3593
2642,1.01,Very Good,G,SI1,63.2,58,6.34,6.37,4.01,5018
2643,0.74,Premium,G,VVS1,61.6,56,5.83,5.81,3.57,3071
2644,1.02,Very Good,G,VS1,59.9,60,6.54,6.57,3.92,6239
2645,0.54,Ideal,G,VVS1,61.6,55,5.22,5.25,3.23,2203
2646,1.03,Premium,J,SI2,61.9,59,6.51,6.47,4.03,3394
2647,0.3,Premium,G,VS1,62.2,58,4.27,4.29,2.66,605
2648,1.01,Premium,G,VS1,62.5,58,6.38,6.37,3.99,6499
2649,2.02,Premium,H,SI1,59.6,58,8.09,8.13,4.86,17476
2650,1,Premium,G,VS1,62.7,58,6.4,6.33,3.99,6730
2651,0.28,Very Good,D,VS1,63.4,55,4.17,4.21,2.64,504
2652,0.3,Ideal,H,VVS1,61.5,56,4.36,4.34,2.67,819
2653,0.32,Premium,G,SI1,61.7,58,4.4,4.38,2.71,612
2654,2,Very Good,I,VS1,59.5,61,8.15,8.19,4.87,18207
2655,2.05,Good,I,VS2,63.7,57,8.01,7.93,5.08,17408
2656,0.5,Good,D,SI1,63.2,56,5.04,5.08,3.19,1436
2657,1,Ideal,H,SI1,60.7,59,6.47,6.5,3.94,4967
2658,0.9,Premium,J,VS2,62.4,58,6.16,6.12,3.83,3114
2659,1.15,Very Good,E,SI2,60.2,59,6.78,6.83,4.11,6130
2660,0.38,Premium,E,VS2,59.4,60,4.73,4.75,2.81,975
2661,0.7,Very Good,F,VS1,63.4,59,5.59,5.56,3.54,2767
2662,0.32,Premium,H,VS2,59.6,59,4.42,4.45,2.65,648
2663,0.3,Premium,G,VS1,61.9,58,4.28,4.31,2.66,776
2664,1.7,Very Good,H,VS2,62.6,58,7.61,7.67,4.78,13596
2665,0.52,Premium,E,SI2,61.5,59,5.12,5.16,3.16,1135
2666,0.27,Ideal,F,VS2,61,55,4.2,4.26,2.57,599
2667,0.7,Premium,G,SI1,60,62,5.78,5.82,3.48,2294
2668,0.33,Ideal,G,SI2,61.9,57,4.45,4.44,2.75,405
2669,0.45,Premium,E,SI2,58.8,58,5.04,5.02,2.97,1346
2670,0.91,Good,H,VS1,63.5,56,6.14,6.19,3.91,4503
2671,0.55,Ideal,F,SI2,59.9,57,5.35,5.39,3.22,1279
2672,1.62,Very Good,H,SI1,62.4,54,7.43,7.48,4.66,10013
2673,1.61,Ideal,I,VS2,61.7,54,7.56,7.59,4.67,12401
2674,0.54,Premium,G,VS2,61.2,59,5.21,5.18,3.18,1637
2675,0.41,Premium,E,SI1,62.5,58,4.76,4.71,2.96,751
2676,0.32,Premium,H,SI1,60.2,60,4.45,4.49,2.69,573
2677,2.21,Very Good,G,SI2,61.1,60,8.33,8.38,5.11,12265
2678,0.32,Ideal,G,VVS1,62.8,54,4.42,4.38,2.77,1080
2679,1.2,Premium,H,SI1,60.6,58,6.89,6.97,4.19,6021
2680,1.01,Good,H,VS1,62.9,57,6.25,6.2,3.91,4922
2681,1.54,Ideal,J,SI1,62.5,56,7.36,7.39,4.61,8010
2682,1,Very Good,F,SI2,62.6,58,6.3,6.35,3.96,4989
2683,0.41,Premium,D,SI2,62.4,59,4.77,4.74,2.96,876
2684,1.02,Premium,E,VS2,60.2,59,6.53,6.51,3.92,6126
2685,0.33,Very Good,G,VS2,59,62,4.49,4.53,2.66,544
2686,1.04,Very Good,H,SI1,62.9,58,6.47,6.44,4.06,5223
2687,0.38,Ideal,E,VVS1,61.3,56,4.67,4.71,2.87,1160
2688,0.41,Ideal,F,VS2,62.1,57,4.77,4.75,2.96,863
2689,0.34,Very Good,H,VS2,61,60,4.5,4.52,2.74,537
2690,0.51,Very Good,D,SI1,63.2,56,5.06,5.1,3.21,1356
2691,1.5,Ideal,H,VS1,61.9,54,7.36,7.41,4.57,11413
2692,1,Premium,F,SI2,62.8,59,6.39,6.34,3.99,3732
2693,0.54,Premium,D,VS2,61.7,58,5.2,5.16,3.18,1752
2694,0.51,Ideal,E,SI1,61.5,55,5.2,5.17,3.18,1359
2695,1.23,Premium,G,VS2,62.6,58,6.89,6.76,4.27,7276
2696,0.3,Very Good,E,SI1,61,60,4.28,4.31,2.62,544
2697,0.52,Very Good,E,SI1,63.4,56,5.08,5.11,3.23,1286
2698,0.71,Ideal,G,SI1,61.9,57,5.71,5.76,3.55,2549
2699,1.51,Very Good,I,SI2,62.4,59,7.26,7.34,4.55,7422
2700,0.5,Ideal,E,SI1,61.9,57,5.1,5.07,3.15,1338
2701,0.33,Premium,D,VS2,62.3,58,4.38,4.43,2.74,851
2702,0.4,Ideal,G,VS1,60.9,55,4.78,4.8,2.92,944
2703,1.01,Premium,E,SI1,60.6,60,6.42,6.46,3.91,5666
2704,1.5,Good,F,SI2,63.6,57,7.29,7.18,4.6,8391
2705,0.25,Ideal,G,IF,62.8,55,4.01,4.05,2.52,554
2706,0.9,Premium,F,SI2,59,61,6.2,6.16,3.63,3470
2707,0.5,Good,H,SI1,63.3,56,5.08,5.03,3.2,975
2708,0.9,Very Good,E,VS2,60.2,58,6.19,6.23,3.73,5608
2709,0.91,Premium,H,VS2,62,60,6.19,6.13,3.8,4436
2710,0.34,Ideal,H,VVS1,61.9,55,4.49,4.53,2.79,880
2711,1.05,Ideal,G,VS2,62,57,6.44,6.48,4,5177
2712,0.55,Premium,E,SI2,60.9,58,5.29,5.32,3.24,1675
2713,1.02,Ideal,G,VS2,61.4,55,6.49,6.54,4,5778
2714,0.7,Premium,F,SI1,62.8,58,5.67,5.63,3.55,2839
2715,0.4,Ideal,F,VVS1,62.5,54,4.68,4.71,2.94,1216
2716,0.33,Premium,H,VVS1,61.2,58,4.47,4.44,2.73,965
2717,0.31,Ideal,H,VS1,62.1,53,4.32,4.35,2.69,648
2718,0.33,Ideal,E,VS1,62,55,4.42,4.45,2.75,853
2719,2.03,Very Good,J,VS2,62.7,58,8,8.12,5.05,14038
2720,1.2,Premium,F,SI2,62,59,6.76,6.68,4.17,4746
2721,1.02,Very Good,D,SI2,62.3,56,6.45,6.42,4,4751
2722,1.01,Very Good,E,VS1,61,58,6.41,6.45,3.92,8022
2723,1.2,Very Good,H,VS2,63.1,58,6.72,6.68,4.22,6720
2724,0.56,Ideal,H,VVS1,60.4,56,5.35,5.39,3.25,2052
2725,0.29,Ideal,F,VS1,61.3,56,4.27,4.3,2.63,566
2726,0.5,Ideal,G,VS1,61.9,55,5.11,5.14,3.17,1754
2727,2.02,Premium,E,SI2,61.5,59,8.14,8.06,4.97,17237
2728,1,Premium,H,SI2,62.9,58,6.44,6.39,4.03,3669
2729,1.02,Ideal,G,VS1,61.5,56,6.47,6.5,3.99,6377
2730,1.5,Premium,H,VS1,60.5,58,7.3,7.34,4.41,11368
2731,1.33,Premium,H,SI1,62,58,7.05,6.97,4.36,5698
2732,0.55,Premium,H,VS1,61,59,5.31,5.28,3.23,1590
2733,0.91,Good,I,VS1,63.1,62,6.12,6.1,3.85,3580
2734,0.81,Ideal,G,SI2,62.1,57,5.98,5.92,3.7,2401
2735,0.71,Very Good,F,SI1,62.3,57,5.64,5.69,3.53,2509
2736,1.12,Premium,D,SI2,62.4,60,6.62,6.64,4.14,5038
2737,1.06,Ideal,G,SI1,61.5,56,6.54,6.57,4.03,5412
2738,0.31,Ideal,D,VS2,61.8,57,4.38,4.36,2.7,670
2739,1.5,Ideal,I,VS1,62.7,55,7.29,7.31,4.58,9526
2740,0.3,Ideal,H,VVS2,60.9,57,4.36,4.37,2.66,605
2741,1.5,Premium,G,VS1,60.9,59,7.32,7.37,4.46,11825
2742,1.02,Premium,H,SI1,62.7,60,6.39,6.36,4,4378
2743,0.24,Ideal,H,VS1,61.4,57,3.99,4.03,2.44,446
2744,1.01,Premium,E,SI2,61.3,59,6.43,6.34,3.92,3508
2745,1.01,Good,G,VS1,64,59,6.24,6.27,4.01,6397
2746,1.54,Premium,H,SI1,59.9,60,7.53,7.48,4.49,11093
2747,0.3,Premium,E,SI1,61.9,58,4.28,4.31,2.66,675
2748,0.32,Ideal,E,VS2,61.8,55,4.45,4.41,2.74,900
2749,0.4,Very Good,F,VS1,60.8,57,4.74,4.79,2.9,891
2750,0.51,Ideal,G,VS1,62.3,56,5.08,5.13,3.18,1637
2751,0.9,Very Good,G,SI1,60.9,57,6.17,6.21,3.77,3570
2752,1.5,Very Good,H,SI1,62.2,57,7.26,7.33,4.54,8566
2753,0.7,Good,E,VS2,63.3,54,5.68,5.72,3.6,4289
2754,0.32,Very Good,D,SI2,63,58,4.35,4.36,2.74,477
2755,0.7,Very Good,G,VS2,62.5,55,5.65,5.7,3.55,2452
2756,1.13,Ideal,H,VS2,61.9,57,6.66,6.69,4.14,5923
2757,1.05,Ideal,H,VS1,61.9,57,6.5,6.54,4.02,6479
2758,1.18,Premium,I,VS2,61.9,59,6.82,6.8,4.21,6052
2759,0.9,Premium,G,SI2,62,61,6.11,6.14,3.8,3584
2760,0.34,Very Good,D,SI2,62.9,55,4.5,4.47,2.82,689
2761,0.31,Ideal,H,VS2,61.2,54,4.37,4.39,2.68,507
2762,1.51,Very Good,I,SI1,62.3,63,7.29,7.27,4.53,9225
2763,0.51,Very Good,E,SI1,59.9,63,5.14,5.17,3.1,1330
2764,1.02,Premium,D,SI2,59.5,62,6.56,6.48,3.88,4977
2765,1,Very Good,D,VS1,63.1,60,6.32,6.31,3.99,7372
2766,1.2,Ideal,I,VS1,60.8,55,6.9,6.84,4.18,5598
2767,0.52,Ideal,E,VS2,61.8,57,5.16,5.18,3.19,1825
2768,0.41,Ideal,D,VVS2,62,57,4.77,4.74,2.95,1356
2769,2.28,Good,H,SI2,63.7,56,8.26,8.31,5.3,13892
2770,1.2,Premium,H,SI1,61.9,59,6.79,6.74,4.19,5595
2771,0.71,Very Good,I,VVS1,62.1,58,5.68,5.72,3.54,2479
2772,0.3,Good,G,SI2,63.8,55,4.26,4.28,2.73,382
2773,1.05,Very Good,G,SI1,63.1,57,6.42,6.46,4.06,4445
2774,0.51,Premium,F,VVS1,61,59,5.18,5.15,3.15,2344
2775,0.55,Ideal,E,VS1,61.9,57,5.26,5.29,3.26,1970
2776,0.5,Premium,E,SI2,62.4,59,5.07,5.06,3.16,1185
2777,1.27,Ideal,G,VS1,61.4,55,7.02,6.95,4.28,9882
2778,0.35,Ideal,H,VS2,61.3,54,4.56,4.6,2.81,539
2779,0.31,Ideal,E,VVS2,62.1,57,4.32,4.34,2.69,766
2780,0.3,Ideal,F,VS2,61.8,56,4.37,4.33,2.69,580
2781,0.37,Premium,E,VS2,60.1,59,4.6,4.65,2.78,811
2782,2.2,Ideal,H,SI2,61.8,55,8.41,8.34,5.18,17723
2783,0.33,Ideal,G,VS1,61.6,56,4.42,4.4,2.72,854
2784,0.3,Premium,G,VS1,59.4,59,4.25,4.29,2.55,776
2785,1.5,Premium,F,SI1,61.3,59,7.35,7.38,4.52,11047
2786,0.53,Ideal,E,SI2,61.5,56,5.17,5.3,3.21,1321
2787,1.02,Very Good,E,SI1,63.4,58,6.4,6.35,4.04,5257
2788,0.9,Very Good,E,SI1,61.8,56,6.14,6.18,3.81,4034
2789,2.02,Premium,I,VS2,67.5,58,7.77,7.68,5.21,11094
2790,0.42,Ideal,G,VS1,61.3,56,4.87,4.83,2.98,1107
2791,1.2,Ideal,D,VS2,62.8,57,6.77,6.7,4.23,8858
2792,0.26,Very Good,E,VVS2,61.7,58,4.1,4.14,2.54,485
2793,0.5,Very Good,G,VVS1,62,56,5.08,5.12,3.16,1966
2794,0.9,Ideal,I,VS2,61.1,56,6.21,6.16,3.79,3082
2795,0.31,Premium,G,SI1,60.9,58,4.34,4.37,2.65,593
2796,0.72,Ideal,G,VS1,60.9,56,5.81,5.83,3.54,3447
2797,0.9,Very Good,I,VS1,63,58,6.11,6.15,3.86,3398
2798,1.02,Very Good,F,VVS2,62.3,59,6.42,6.47,4.01,8917
2799,0.51,Ideal,E,VS1,61.8,55,5.15,5.18,3.19,1825
2800,1.21,Ideal,G,VS2,59.6,56,7.03,6.94,4.13,9072
2801,0.31,Premium,G,VS2,60.1,58,4.43,4.39,2.65,698
2802,1.52,Premium,H,SI2,62.3,60,7.31,7.36,4.57,7909
2803,0.51,Premium,G,VS1,62.5,58,5.08,5.13,3.19,1569
2804,1.02,Very Good,G,VS2,63.8,59,6.33,6.29,4.02,5750
2805,0.71,Premium,G,SI1,60.5,58,5.78,5.85,3.52,2360
2806,0.31,Ideal,H,VVS2,62.7,54,4.34,4.37,2.73,705
2807,1.01,Premium,H,VVS1,60.9,59,6.55,6.51,3.96,6499
2808,0.4,Ideal,D,SI2,62.1,56.4,4.73,4.72,2.93,855
2809,0.55,Premium,H,VS1,61.3,58,5.29,5.24,3.22,1668
2810,1.02,Premium,G,VVS1,62.5,58,6.4,6.36,3.99,7982
2811,0.28,Very Good,F,VS1,61.5,56,4.2,4.23,2.59,605
2812,0.7,Good,I,SI1,64.2,58,5.52,5.57,3.57,2028
2813,1.21,Premium,H,VS1,61.8,58,6.84,6.81,4.22,7862
2814,0.54,Very Good,E,VS2,61.2,58,5.24,5.21,3.2,1637
2815,0.9,Ideal,E,SI1,62.6,56,6.14,6.19,3.86,4668
2816,0.3,Ideal,D,SI1,62.7,56,4.27,4.29,2.69,709
2817,0.34,Ideal,H,VS2,60.8,56,4.47,4.49,2.72,596
2818,0.91,Premium,E,SI2,58,57,6.36,6.31,3.72,3839
2819,0.9,Very Good,G,SI2,63.1,59,6.11,6.14,3.87,3326
2820,0.38,Ideal,H,VS2,61,55,4.66,4.69,2.87,748
2821,2.61,Very Good,H,SI2,63.1,56,8.75,8.65,5.46,12271
2822,1.01,Very Good,G,SI2,63.2,59,6.37,6.3,4,3901
2823,0.38,Ideal,E,SI1,61.9,53.8,4.65,4.68,2.89,693
2824,0.42,Ideal,E,VS2,61.3,56,4.83,4.86,2.97,912
2825,0.7,Ideal,F,SI1,61.5,57,5.69,5.74,3.52,2709
2826,0.3,Ideal,D,SI1,62.6,57,4.29,4.31,2.7,524
2827,0.39,Ideal,F,VS1,62,54.4,4.65,4.68,2.89,805
2828,1.01,Premium,F,VS2,60.8,58,6.53,6.49,3.95,7272
2829,1.2,Ideal,G,VS1,61.8,55,6.83,6.81,4.21,8456
2830,1.54,Premium,I,VS1,61.3,58,7.3,7.37,4.52,9604
2831,0.3,Ideal,E,VS2,63,55,4.27,4.25,2.68,844
2832,1,Premium,D,SI1,59.8,62,6.56,6.52,3.9,5264
2833,0.3,Good,H,SI1,63.3,56,4.28,4.25,2.71,421
2834,0.72,Ideal,E,SI2,62.7,56,5.66,5.68,3.55,2870
2835,1.07,Ideal,G,VS1,61.8,55,6.59,6.56,4.06,7783
2836,0.31,Ideal,G,IF,62.2,56,4.35,4.33,2.69,872
2837,0.52,Ideal,E,VS1,61.2,56,5.22,5.18,3.18,1793
2838,0.55,Ideal,F,VVS2,61.6,56,5.25,5.28,3.25,2133
2839,1.5,Premium,G,VS1,60.4,60,7.35,7.4,4.45,12543
2840,2.44,Good,I,SI1,63.4,58,8.49,8.53,5.34,15379
2841,0.3,Premium,E,VS2,62.6,58,4.31,4.28,2.69,731
2842,0.32,Ideal,G,IF,61.4,56,4.44,4.41,2.72,918
2843,1.51,Premium,F,SI2,63,57,7.26,7.31,4.61,7695
2844,0.56,Premium,D,SI2,60.7,58,5.36,5.34,3.25,1362
2845,1.22,Ideal,H,VS1,61.4,57,6.87,6.89,4.22,7487
2846,2.01,Premium,I,VS2,61.6,59,8.09,8.06,5,16857
2847,0.43,Premium,D,SI1,60.6,60,4.83,4.85,2.94,774
2848,0.38,Ideal,E,IF,62,54,4.66,4.69,2.9,1300
2849,0.3,Good,I,VS1,63,56,4.29,4.32,2.71,473
2850,0.53,Ideal,E,VS2,61.3,55,5.22,5.24,3.21,1607
2851,0.3,Ideal,G,VVS1,61.8,54,4.33,4.36,2.68,764
2852,1.58,Ideal,G,VVS2,61.9,55,7.51,7.49,4.64,10838
2853,1.5,Premium,I,SI2,58.1,58,7.51,7.45,4.36,6147
2854,0.71,Premium,F,VS1,60.2,59,5.79,5.83,3.5,3217
2855,1.01,Very Good,E,SI2,58.9,60,6.54,6.59,3.86,4668
2856,0.3,Ideal,D,VS2,62.2,55,4.28,4.31,2.67,911
2857,1.01,Good,F,SI1,63.9,57,6.36,6.3,4.04,6039
2858,0.33,Ideal,D,VS2,61.6,55,4.46,4.44,2.74,848
2859,0.31,Ideal,F,VVS1,61.5,56,4.37,4.38,2.69,868
2860,0.33,Ideal,D,VS2,62.1,56,4.47,4.5,2.78,781
2861,0.24,Very Good,H,VVS1,60.9,57,4.06,4.09,2.48,504
2862,0.34,Premium,F,SI2,61.5,58,4.48,4.44,2.74,574
2863,0.33,Ideal,D,VVS2,61.2,55,4.47,4.5,2.75,713
2864,0.3,Premium,G,VS2,62.9,58,4.32,4.31,2.71,675
2865,0.77,Premium,F,VS2,62.4,60,5.84,5.79,3.63,2858
2866,0.31,Ideal,G,VS1,61.4,56,4.35,4.41,2.69,625
2867,0.72,Ideal,F,SI1,60.6,56,5.8,5.85,3.53,2841
2868,0.9,Ideal,G,SI1,61.7,57,6.16,6.23,3.82,3922
2869,0.5,Ideal,D,SI1,62.2,54,5.13,5.09,3.18,1432
2870,1.55,Ideal,I,SI1,62.4,60,7.34,7.37,4.59,8575
2871,2.01,Premium,J,VS2,61.8,58,8.06,8.12,5.01,15475
2872,0.71,Ideal,I,VS2,62,56,5.77,5.73,3.56,2217
2873,0.34,Ideal,H,VS1,62.3,55,4.5,4.55,2.82,729
2874,1.09,Good,H,SI2,64,57,6.51,6.54,4.16,3725
2875,0.56,Ideal,G,SI1,62,57,5.29,5.34,3.29,1238
2876,2.02,Ideal,F,SI1,61.6,58,8.15,8.19,5.02,17662
2877,1.62,Ideal,G,SI1,62.9,57,7.53,7.49,4.72,12800
2878,0.31,Ideal,G,VVS2,62.1,55,4.32,4.35,2.69,907
2879,0.31,Ideal,G,VVS2,62,56,4.38,4.41,2.72,907
2880,0.33,Ideal,G,VS2,62.1,55,4.45,4.48,2.77,579
2881,2.01,Premium,E,SI2,62.1,58,8.07,8,4.98,15579
2882,0.32,Ideal,G,VVS1,61.8,55.2,4.46,4.39,2.73,1080
2883,0.73,Ideal,E,VS2,61.6,56,5.8,5.83,3.58,2720
2884,0.31,Ideal,F,VS2,61.5,56,4.34,4.37,2.68,729
2885,1.03,Ideal,I,SI1,62.4,55,6.45,6.48,4.03,4643
2886,1.01,Ideal,E,SI1,62.2,56,6.38,6.41,3.98,6169
2887,0.53,Ideal,G,VS1,61.7,57,5.19,5.22,3.21,1778
2888,0.52,Ideal,D,SI1,62.7,55,5.14,5.17,3.23,1720
2889,1.01,Good,E,VS2,59.8,61,6.44,6.49,3.87,7177
2890,1.54,Ideal,J,VS2,60.9,56,7.49,7.45,4.56,8173
2891,1.05,Premium,I,VS2,62.3,59,6.49,6.46,4.03,4724
2892,0.55,Very Good,F,VS2,62.2,56,5.25,5.28,3.28,1777
2893,1.02,Very Good,D,SI1,61,63,6.53,6.5,3.96,4515
2894,0.32,Ideal,H,SI1,61.9,54,4.41,4.42,2.73,479
2895,1.01,Good,F,VS2,63.4,58,6.36,6.38,4.04,6332
2896,0.57,Ideal,F,VS2,60.3,57,5.41,5.38,3.25,1745
2897,0.53,Ideal,F,SI1,62.2,55,5.19,5.22,3.23,1383
2898,0.9,Premium,H,VS1,61.7,58,6.19,6.16,3.82,4022
2899,0.42,Ideal,H,SI1,62.9,57,4.76,4.72,2.99,884
2900,0.28,Very Good,F,VVS2,60.1,59,4.22,4.25,2.55,642
2901,1.23,Ideal,G,SI1,62.5,56,6.79,6.85,4.27,6666
2902,0.31,Premium,F,VVS1,61.8,58,4.37,4.33,2.69,904
2903,0.4,Premium,E,VVS2,59.8,59,4.84,4.81,2.88,1082
2904,0.3,Ideal,G,VS2,61.2,55,4.33,4.34,2.65,574
2905,0.9,Premium,H,SI2,62,59,6.25,6.18,3.85,3146
2906,1.02,Premium,D,SI2,61.9,58,6.34,6.38,3.94,4381
2907,1.01,Good,E,SI1,63.2,59,6.36,6.39,4.02,4400
2908,0.31,Ideal,G,VVS1,61.6,55,4.36,4.4,2.7,789
2909,0.5,Premium,F,SI2,61.6,59,5.13,5.1,3.15,1196
2910,0.57,Very Good,H,VVS1,62.1,56,5.31,5.33,3.31,2040
2911,0.93,Premium,J,SI2,60.1,59,6.29,6.31,3.77,3149
2912,0.33,Premium,E,VS2,60.5,58,4.48,4.46,2.7,928
2913,0.3,Very Good,G,VVS2,63.4,58,4.25,4.21,2.68,878
2914,0.54,Premium,F,SI1,60.3,58,5.3,5.26,3.19,1382
2915,0.72,Ideal,G,SI1,61.1,57,5.77,5.8,3.53,2480
2916,0.31,Very Good,G,SI2,60.6,56,4.4,4.42,2.67,433
2917,0.42,Ideal,F,VS2,61.6,56,4.79,4.76,2.95,1020
2918,0.7,Very Good,E,SI2,62.9,57,5.64,5.68,3.55,2329
2919,0.52,Ideal,E,SI1,63.2,54,5.12,5.15,3.25,1376
2920,0.38,Ideal,G,VS1,61.1,56,4.69,4.72,2.88,983
2921,1.62,Very Good,H,SI2,63.1,58,7.39,7.44,4.68,9596
2922,0.33,Ideal,H,VS1,62.4,55,4.41,4.44,2.76,795
2923,0.9,Ideal,E,SI1,62.7,56,6.14,6.19,3.87,4159
2924,0.31,Ideal,G,VS1,61.9,53,4.37,4.39,2.71,625
2925,2.02,Good,I,SI2,58.8,56,8.25,8.3,4.9,16565
2926,0.71,Ideal,F,VVS1,61,56,5.74,5.77,3.51,3920
2927,1.34,Ideal,G,VVS1,62.2,56,7.01,7.05,4.37,11883
2928,0.7,Ideal,F,SI1,61.6,57,5.72,5.75,3.53,2515
2929,0.7,Ideal,I,VVS2,58.8,58,5.86,5.84,3.43,2551
2930,1.13,Ideal,E,SI2,61.4,57,6.67,6.72,4.11,4997
2931,1.16,Premium,G,VS2,62,59,6.77,6.71,4.18,6250
2932,0.34,Ideal,H,VS2,63.1,57,4.46,4.42,2.8,689
2933,1.01,Premium,G,VS2,60,60,6.53,6.47,3.91,5937
2934,2.07,Good,I,SI2,63.5,62,8.09,7.99,5.1,10957
2935,2,Ideal,D,SI1,60.8,57,8.13,8.07,4.91,17715
2936,0.51,Good,E,SI1,63.8,60,5,5.03,3.2,1305
2937,0.57,Ideal,E,VS2,61.2,57,5.35,5.33,3.27,1840
2938,0.81,Very Good,G,SI1,63.2,58,5.86,5.91,3.71,3064
2939,0.32,Ideal,G,IF,61.7,55,4.4,4.43,2.72,979
2940,0.32,Premium,H,VS2,61.4,59,4.42,4.45,2.73,505
2941,0.71,Premium,F,SI1,61.2,59,5.71,5.72,3.49,2368
2942,0.41,Premium,F,VVS2,60.8,59,4.79,4.82,2.92,1088
2943,0.52,Ideal,F,SI1,61.1,57,5.18,5.22,3.18,1336
2944,1.54,Premium,G,SI1,61.7,59,7.39,7.36,4.56,11525
2945,0.52,Ideal,D,SI1,62.4,57,5.17,5.14,3.21,1723
2946,2.1,Ideal,I,SI1,62.2,55,8.21,8.24,5.11,15092
2947,0.4,Very Good,D,VVS1,63.7,55,4.67,4.71,2.99,1320
2948,2.05,Premium,F,SI2,62.5,58,8.13,8.09,5.06,18055
2949,0.9,Very Good,F,SI2,63.4,63,6.11,6.03,3.84,3605
2950,0.36,Ideal,H,VVS1,61.8,57,4.54,4.58,2.81,821
2951,1.51,Ideal,H,SI1,62.4,57,7.31,7.34,4.58,10051
2952,0.51,Ideal,E,VS2,61.4,56,5.14,5.17,3.17,1655
2953,1.62,Ideal,E,VS2,61.8,57,7.56,7.5,4.66,16570
2954,1.06,Ideal,G,VS1,62,55,6.58,6.49,4.06,7665
2955,0.34,Premium,G,VS2,61.7,58,4.45,4.49,2.76,596
2956,1.2,Ideal,G,VS1,61.1,56,6.91,6.87,4.21,9243
2957,0.4,Premium,E,SI1,61.1,58,4.73,4.75,2.89,770
2958,0.31,Ideal,I,VS1,62.3,57,4.33,4.38,2.71,623
2959,1.04,Ideal,G,SI1,61.2,56,6.54,6.5,3.99,5651
2960,0.41,Premium,G,VS1,61.9,58,4.78,4.75,2.95,963
